17
#n I C Kb k M1 M2 h db Sut gs Sr Ma Mm ga gm nf R 
#l Matrix_Index 
1.05993e-11 8.47826 1.09635 0.18662 6.53169 12.1303 0.01165 0.0363333 1.91077e+09 2.40486e+09 9.55384e+08 2.7993 9.33099 5.54967e+08 1.84989e+09 -0.631006 0.538462  17
1.32792e-11 8.0137 1.10249 0.233804 8.18315 15.1973 0.0123167 0.0365556 1.89936e+09 2.55852e+09 9.49678e+08 3.50707 11.6902 5.90427e+08 1.96809e+09 -0.590941 0.538462  18
1.64378e-11 7.5974 1.10869 0.289417 10.1296 18.8121 0.0129833 0.0367778 1.88862e+09 2.7139e+09 9.44308e+08 4.34126 14.4709 6.26285e+08 2.08762e+09 -0.555173 0.538462  19
2.01289e-11 7.22222 1.11497 0.354406 12.4042 23.0364 0.01365 0.037 1.87848e+09 2.87105e+09 9.39238e+08 5.31609 17.7203 6.62551e+08 2.2085e+09 -0.523052 0.538462  20
1.91748e-12 13.2 1.05992 0.0332492 1.16372 2.1612 0.00765 0.0355 1.99959e+09 1.4933e+09 9.99796e+08 0.498737 1.66246 3.44609e+08 1.1487e+09 -1.04453 0.538462  21
2.69565e-12 12.1224 1.06558 0.0467428 1.636 3.03828 0.00831667 0.0357222 1.98157e+09 1.63472e+09 9.90786e+08 0.701142 2.33714 3.77242e+08 1.25747e+09 -0.948999 0.538462  22
3.68963e-12 11.2075 1.07129 0.0639785 2.23925 4.1586 0.00898333 0.0359444 1.96511e+09 1.77764e+09 9.82556e+08 0.959678 3.19893 4.10225e+08 1.36742e+09 -0.868317 0.538462  23
4.93605e-12 10.4211 1.07706 0.0855914 2.9957 5.56344 0.00965 0.0361667 1.94997e+09 1.92211e+09 9.74986e+08 1.28387 4.27957 4.43563e+08 1.47854e+09 -0.799305 0.538462  24
6.4744e-12 9.7377 1.0829 0.112266 3.92933 7.29732 0.0103167 0.0363889 1.93596e+09 2.06813e+09 9.67982e+08 1.684 5.61332 4.77261e+08 1.59087e+09 -0.739625 0.538462  25
8.34706e-12 9.13846 1.08879 0.144739 5.06585 9.408 0.0109833 0.0366111 1.92294e+09 2.21575e+09 9.61469e+08 2.17108 7.23693 5.11327e+08 1.70442e+09 -0.687519 0.538462  26
1.05993e-11 8.6087 1.09475 0.183792 6.43273 11.9465 0.01165 0.0368333 1.91077e+09 2.36498e+09 9.55384e+08 2.75688 9.18961 5.45765e+08 1.81922e+09 -0.641646 0.538462  27
1.32792e-11 8.13699 1.10078 0.230262 8.05917 14.967 0.0123167 0.0370556 1.89936e+09 2.51586e+09 9.49678e+08 3.45393 11.5131 5.80582e+08 1.93527e+09 -0.600961 0.538462  28
1.64378e-11 7.71429 1.10688 0.285032 9.97612 18.5271 0.0129833 0.0372778 1.88862e+09 2.6684e+09 9.44308e+08 4.27548 14.2516 6.15785e+08 2.05262e+09 -0.56464 0.538462  29
2.01289e-11 7.33333 1.11304 0.349036 12.2163 22.6874 0.01365 0.0375 1.87848e+09 2.82265e+09 9.39238e+08 5.23555 17.4518 6.5138e+08 2.17127e+09 -0.532022 0.538462  30
1.91748e-12 13.4 1.05898 0.0327529 1.14635 2.12894 0.00765 0.036 1.99959e+09 1.46971e+09 9.99796e+08 0.491294 1.63765 3.39163e+08 1.13054e+09 -1.06131 0.538462  31
2.69565e-12 12.3061 1.06454 0.0460452 1.61158 2.99294 0.00831667 0.0362222 1.98157e+09 1.60875e+09 9.90786e+08 0.690678 2.30226 3.7125e+08 1.2375e+09 -0.964317 0.538462  32
3.68963e-12 11.3774 1.07016 0.0630236 2.20583 4.09653 0.00898333 0.0364444 1.96511e+09 1.74926e+09 9.82556e+08 0.945354 3.15118 4.03675e+08 1.34558e+09 -0.882408 0.538462  33
4.93605e-12 10.5789 1.07583 0.0843139 2.95099 5.4804 0.00965 0.0366667 1.94997e+09 1.89125e+09 9.74986e+08 1.26471 4.2157 4.36442e+08 1.45481e+09 -0.812346 0.538462  34
6.4744e-12 9.88525 1.08156 0.110591 3.87068 7.1884 0.0103167 0.0368889 1.93596e+09 2.03476e+09 9.67982e+08 1.65886 5.52954 4.69559e+08 1.5652e+09 -0.751757 0.538462  35
8.34706e-12 9.27692 1.08736 0.142578 4.99024 9.26758 0.0109833 0.0371111 1.92294e+09 2.1798e+09 9.61469e+08 2.13867 7.12891 5.03031e+08 1.67677e+09 -0.698858 0.538462  36
1.05993e-11 8.73913 1.09321 0.181049 6.33672 11.7682 0.01165 0.0373333 1.91077e+09 2.3264e+09 9.55384e+08 2.71574 9.05245 5.36862e+08 1.78954e+09 -0.652286 0.538462  37
1.32792e-11 8.26027 1.09913 0.226825 7.93888 14.7436 0.0123167 0.0375556 1.89936e+09 2.47459e+09 9.49678e+08 3.40238 11.3413 5.7106e+08 1.90353e+09 -0.610982 0.538462  38
1.64378e-11 7.83117 1.10512 0.280778 9.82722 18.2506 0.0129833 0.0377778 1.88862e+09 2.6244e+09 9.44308e+08 4.21167 14.0389 6.05631e+08 2.01877e+09 -0.574106 0.538462  39
2.01289e-11 7.44444 1.11117 0.343827 12.0339 22.3487 0.01365 0.038 1.87848e+09 2.77585e+09 9.39238e+08 5.1574 17.1913 6.4058e+08 2.13527e+09 -0.540992 0.538462  40
1.91748e-12 13.6 1.05806 0.0322712 1.12949 2.09763 0.00765 0.0365 1.99959e+09 1.44684e+09 9.99796e+08 0.484069 1.61356 3.33887e+08 1.11296e+09 -1.07808 0.538462  41
2.69565e-12 12.4898 1.06353 0.045368 1.58788 2.94892 0.00831667 0.0367222 1.98157e+09 1.58359e+09 9.90786e+08 0.680521 2.2684 3.65445e+08 1.21815e+09 -0.979635 0.538462  42
3.68963e-12 11.5472 1.06906 0.0620968 2.17339 4.03629 0.00898333 0.0369444 1.96511e+09 1.72176e+09 9.82556e+08 0.931452 3.10484 3.9733e+08 1.32443e+09 -0.896499 0.538462  43
4.93605e-12 10.7368 1.07464 0.083074 2.90759 5.39981 0.00965 0.0371667 1.94997e+09 1.86137e+09 9.74986e+08 1.24611 4.1537 4.29547e+08 1.43182e+09 -0.825387 0.538462  44
6.4744e-12 10.0328 1.08027 0.108964 3.81376 7.08269 0.0103167 0.0373889 1.93596e+09 2.00244e+09 9.67982e+08 1.63447 5.44822 4.62102e+08 1.54034e+09 -0.763889 0.538462  45
8.34706e-12 9.41538 1.08597 0.140481 4.91685 9.1313 0.0109833 0.0376111 1.92294e+09 2.145e+09 9.61469e+08 2.10722 7.02407 4.94999e+08 1.65e+09 -0.710197 0.538462  46
1.05993e-11 8.86957 1.09172 0.178387 6.24353 11.5951 0.01165 0.0378333 1.91077e+09 2.28906e+09 9.55384e+08 2.6758 8.91933 5.28245e+08 1.76082e+09 -0.662926 0.538462  47
1.32792e-11 8.38356 1.09754 0.223489 7.82213 14.5268 0.0123167 0.0380556 1.89936e+09 2.43466e+09 9.49678e+08 3.35234 11.1745 5.61846e+08 1.87282e+09 -0.621002 0.538462  48
1.64378e-11 7.94805 1.10342 0.276649 9.6827 17.9822 0.0129833 0.0382778 1.88862e+09 2.58183e+09 9.44308e+08 4.14973 13.8324 5.95806e+08 1.98602e+09 -0.583573 0.538462  49
2.01289e-11 7.55556 1.10936 0.338771 11.857 22.0201 0.01365 0.0385 1.87848e+09 2.73057e+09 9.39238e+08 5.08156 16.9385 6.30132e+08 2.10044e+09 -0.549961 0.538462  50
1.91748e-12 13.8 1.05718 0.0318035 1.11312 2.06723 0.00765 0.037 1.99959e+09 1.42468e+09 9.99796e+08 0.477053 1.59018 3.28772e+08 1.09591e+09 -1.09485 0.538462  51
2.69565e-12 12.6735 1.06256 0.0447105 1.56487 2.90618 0.00831667 0.0372222 1.98157e+09 1.55921e+09 9.90786e+08 0.670658 2.23553 3.59818e+08 1.19939e+09 -0.994953 0.538462  52
3.68963e-12 11.717 1.06799 0.0611968 2.14189 3.97779 0.00898333 0.0374444 1.96511e+09 1.69512e+09 9.82556e+08 0.917953 3.05984 3.91181e+08 1.30394e+09 -0.91059 0.538462  53
4.93605e-12 10.8947 1.07348 0.08187 2.86545 5.32155 0.00965 0.0376667 1.94997e+09 1.83242e+09 9.74986e+08 1.22805 4.0935 4.22866e+08 1.40955e+09 -0.838427 0.538462  54
6.4744e-12 10.1803 1.07902 0.107385 3.75849 6.98004 0.0103167 0.0378889 1.93596e+09 1.97114e+09 9.67982e+08 1.61078 5.36927 4.54877e+08 1.51626e+09 -0.776021 0.538462  55
8.34706e-12 9.55385 1.08462 0.138446 4.84559 8.99896 0.0109833 0.0381111 1.92294e+09 2.11129e+09 9.61469e+08 2.07668 6.92228 4.87221e+08 1.62407e+09 -0.721535 0.538462  56
1.05993e-11 9 1.09028 0.175801 6.15304 11.4271 0.01165 0.0383333 1.91077e+09 2.2529e+09 9.55384e+08 2.63702 8.79006 5.19901e+08 1.733e+09 -0.673567 0.538462  57
1.32792e-11 8.50685 1.09599 0.220251 7.70877 14.3163 0.0123167 0.0385556 1.89936e+09 2.396e+09 9.49678e+08 3.30376 11.0125 5.52924e+08 1.84308e+09 -0.631022 0.538462  58
1.64378e-11 8.06494 1.10177 0.272639 9.54237 17.7216 0.0129833 0.0387778 1.88862e+09 2.54061e+09 9.44308e+08 4.08959 13.632 5.86295e+08 1.95432e+09 -0.59304 0.538462  59
2.01289e-11 7.66667 1.10761 0.333861 11.6851 21.701 0.01365 0.039 1.87848e+09 2.68675e+09 9.39238e+08 5.00791 16.693 6.2002e+08 2.06673e+09 -0.558931 0.538462  60
1.91748e-12 14 1.05632 0.0313492 1.09722 2.0377 0.00765 0.0375 1.99959e+09 1.40319e+09 9.99796e+08 0.470238 1.56746 3.23812e+08 1.07937e+09 -1.11162 0.538462  61
2.69565e-12 12.8571 1.06161 0.0440718 1.54251 2.86467 0.00831667 0.0377222 1.98157e+09 1.53557e+09 9.90786e+08 0.661077 2.20359 3.54363e+08 1.18121e+09 -1.01027 0.538462  62
3.68963e-12 11.8868 1.06696 0.0603226 2.11129 3.92097 0.00898333 0.0379444 1.96511e+09 1.66929e+09 9.82556e+08 0.904839 3.01613 3.8522e+08 1.28407e+09 -0.924681 0.538462  63
4.93605e-12 11.0526 1.07236 0.0807005 2.82452 5.24553 0.00965 0.0381667 1.94997e+09 1.80435e+09 9.74986e+08 1.21051 4.03502 4.1639e+08 1.38797e+09 -0.851468 0.538462  64
6.4744e-12 10.3279 1.07781 0.105851 3.70479 6.88033 0.0103167 0.0383889 1.93596e+09 1.94079e+09 9.67982e+08 1.58777 5.29256 4.47875e+08 1.49292e+09 -0.788153 0.538462  65
8.34706e-12 9.69231 1.08332 0.136468 4.77637 8.8704 0.0109833 0.0386111 1.92294e+09 2.07862e+09 9.61469e+08 2.04702 6.82339 4.79682e+08 1.59894e+09 -0.732874 0.538462  66
1.05993e-11 9.13043 1.08888 0.17329 6.06514 11.2638 0.01165 0.0388333 1.91077e+09 2.21787e+09 9.55384e+08 2.59935 8.66449 5.11816e+08 1.70605e+09 -0.684207 0.538462  67
1.32792e-11 8.63014 1.0945 0.217104 7.59864 14.1118 0.0123167 0.0390556 1.89936e+09 2.35855e+09 9.49678e+08 3.25656 10.8552 5.44281e+08 1.81427e+09 -0.641042 0.538462  68
1.64378e-11 8.18182 1.10018 0.268744 9.40605 17.4684 0.0129833 0.0392778 1.88862e+09 2.50069e+09 9.44308e+08 4.03117 13.4372 5.77083e+08 1.92361e+09 -0.602507 0.538462  69
2.01289e-11 7.77778 1.10591 0.329091 11.5182 21.3909 0.01365 0.0395 1.87848e+09 2.64432e+09 9.39238e+08 4.93637 16.4546 6.10227e+08 2.03409e+09 -0.567901 0.538462  70
1.91748e-12 14.2 1.05548 0.0309077 1.08177 2.009 0.00765 0.038 1.99959e+09 1.38233e+09 9.99796e+08 0.463615 1.54538 3.18999e+08 1.06333e+09 -1.12839 0.538462  71
2.69565e-12 13.0408 1.0607 0.0434511 1.52079 2.82432 0.00831667 0.0382222 1.98157e+09 1.51264e+09 9.90786e+08 0.651766 2.17255 3.4907e+08 1.16357e+09 -1.02559 0.538462  72
3.68963e-12 12.0566 1.06596 0.059473 2.08155 3.86574 0.00898333 0.0384444 1.96511e+09 1.64423e+09 9.82556e+08 0.892095 2.97365 3.79438e+08 1.26479e+09 -0.938772 0.538462  73
4.93605e-12 11.2105 1.07127 0.0795638 2.78473 5.17165 0.00965 0.0386667 1.94997e+09 1.77714e+09 9.74986e+08 1.19346 3.97819 4.10108e+08 1.36703e+09 -0.864509 0.538462  74
6.4744e-12 10.4754 1.07663 0.10436 3.65261 6.78342 0.0103167 0.0388889 1.93596e+09 1.91137e+09 9.67982e+08 1.56541 5.21802 4.41086e+08 1.47029e+09 -0.800285 0.538462  75
8.34706e-12 9.83077 1.08205 0.134546 4.7091 8.74547 0.0109833 0.0391111 1.92294e+09 2.04695e+09 9.61469e+08 2.01818 6.72728 4.72374e+08 1.57458e+09 -0.744213 0.538462  76
1.05993e-11 9.26087 1.08752 0.170849 5.97972 11.1052 0.01165 0.0393333 1.91077e+09 2.18391e+09 9.55384e+08 2.56274 8.54245 5.03979e+08 1.67993e+09 -0.694847 0.538462  77
1.32792e-11 8.75342 1.09305 0.214046 7.49162 13.913 0.0123167 0.0395556 1.89936e+09 2.32225e+09 9.49678e+08 3.21069 10.7023 5.35904e+08 1.78635e+09 -0.651063 0.538462  78
1.64378e-11 8.2987 1.09863 0.264959 9.27358 17.2224 0.0129833 0.0397778 1.88862e+09 2.46201e+09 9.44308e+08 3.97439 13.248 5.68156e+08 1.89385e+09 -0.611974 0.538462  79
2.01289e-11 7.88889 1.10427 0.324456 11.356 21.0897 0.01365 0.04 1.87848e+09 2.6032e+09 9.39238e+08 4.86685 16.2228 6.00739e+08 2.00246e+09 -0.576871 0.538462  80
1.91748e-12 14.4 1.05467 0.0304784 1.06674 1.9811 0.00765 0.0385 1.99959e+09 1.36208e+09 9.99796e+08 0.457176 1.52392 3.14327e+08 1.04776e+09 -1.14516 0.538462  81
2.69565e-12 13.2245 1.05981 0.0428476 1.49967 2.78509 0.00831667 0.0387222 1.98157e+09 1.49037e+09 9.90786e+08 0.642714 2.14238 3.43933e+08 1.14644e+09 -1.04091 0.538462  82
3.68963e-12 12.2264 1.06499 0.058647 2.05264 3.81205 0.00898333 0.0389444 1.96511e+09 1.61992e+09 9.82556e+08 0.879705 2.93235 3.73827e+08 1.24609e+09 -0.952863 0.538462  83
4.93605e-12 11.3684 1.07021 0.0784588 2.74606 5.09982 0.00965 0.0391667 1.94997e+09 1.75073e+09 9.74986e+08 1.17688 3.92294 4.04014e+08 1.34671e+09 -0.877549 0.538462  84
6.4744e-12 10.623 1.07549 0.102911 3.60188 6.68921 0.0103167 0.0393889 1.93596e+09 1.88283e+09 9.67982e+08 1.54366 5.14555 4.34499e+08 1.44833e+09 -0.812418 0.538462  85
8.34706e-12 9.96923 1.08082 0.132677 4.64369 8.624 0.0109833 0.0396111 1.92294e+09 2.01623e+09 9.61469e+08 1.99015 6.63385 4.65285e+08 1.55095e+09 -0.755552 0.538462  86
1.05993e-11 9.3913 1.08621 0.168476 5.89667 10.951 0.01165 0.0398333 1.91077e+09 2.15097e+09 9.55384e+08 2.52714 8.42381 4.96378e+08 1.65459e+09 -0.705487 0.538462  87
1.32792e-11 8.87671 1.09164 0.211073 7.38757 13.7198 0.0123167 0.0400556 1.89936e+09 2.28705e+09 9.49678e+08 3.1661 10.5537 5.27781e+08 1.75927e+09 -0.661083 0.538462  88
1.64378e-11 8.41558 1.09713 0.261279 9.14478 16.9832 0.0129833 0.0402778 1.88862e+09 2.4245e+09 9.44308e+08 3.91919 13.064 5.59501e+08 1.865e+09 -0.621441 0.538462  89
2.01289e-11 8 1.10268 0.31995 11.1983 20.7968 0.01365 0.0405 1.87848e+09 2.56334e+09 9.39238e+08 4.79925 15.9975 5.91541e+08 1.9718e+09 -0.58584 0.538462  90
1.91748e-12 14.6 1.05389 0.0300609 1.05213 1.95396 0.00765 0.039 1.99959e+09 1.34242e+09 9.99796e+08 0.450913 1.50304 3.0979e+08 1.03263e+09 -1.16193 0.538462  91
2.69565e-12 13.4082 1.05894 0.0422606 1.47912 2.74694 0.00831667 0.0392222 1.98157e+09 1.46876e+09 9.90786e+08 0.63391 2.11303 3.38945e+08 1.12982e+09 -1.05623 0.538462  92
3.68963e-12 12.3962 1.06404 0.0578436 2.02453 3.75983 0.00898333 0.0394444 1.96511e+09 1.59631e+09 9.82556e+08 0.867654 2.89218 3.68379e+08 1.22793e+09 -0.966954 0.538462  93
4.93605e-12 11.5263 1.06919 0.077384 2.70844 5.02996 0.00965 0.0396667 1.94997e+09 1.72509e+09 9.74986e+08 1.16076 3.8692 3.98098e+08 1.32699e+09 -0.89059 0.538462  94
6.4744e-12 10.7705 1.07439 0.101501 3.55254 6.59758 0.0103167 0.0398889 1.93596e+09 1.85512e+09 9.67982e+08 1.52252 5.07506 4.28106e+08 1.42702e+09 -0.82455 0.538462  95
8.34706e-12 10.1077 1.07963 0.130859 4.58008 8.50587 0.0109833 0.0401111 1.92294e+09 1.98642e+09 9.61469e+08 1.96289 6.54297 4.58406e+08 1.52802e+09 -0.766891 0.538462  96
1.05993e-11 9.52174 1.08493 0.166168 5.81589 10.8009 0.01165 0.0403333 1.91077e+09 2.11901e+09 9.55384e+08 2.49252 8.30841 4.89003e+08 1.63001e+09 -0.716127 0.538462  97
1.32792e-11 9 1.09028 0.208182 7.28637 13.5318 0.0123167 0.0405556 1.89936e+09 2.2529e+09 9.49678e+08 3.12273 10.4091 5.19901e+08 1.733e+09 -0.671103 0.538462  98
1.64378e-11 8.53247 1.09568 0.2577 9.0195 16.7505 0.0129833 0.0407778 1.88862e+09 2.38812e+09 9.44308e+08 3.8655 12.885 5.51105e+08 1.83702e+09 -0.630907 0.538462  99
2.01289e-11 8.11111 1.10113 0.315567 11.0449 20.5119 0.01365 0.041 1.87848e+09 2.52469e+09 9.39238e+08 4.73351 15.7784 5.82621e+08 1.94207e+09 -0.59481 0.538462  100
1.91748e-12 12.8 1.0619 0.0293899 1.02865 1.91034 0.0085 0.0345 1.99959e+09 1.32244e+09 9.99796e+08 0.440848 1.46949 3.05179e+08 1.01726e+09 -1.17949 0.538462  101
2.69565e-12 11.7551 1.06776 0.0413173 1.44611 2.68563 0.00924074 0.0347222 1.98157e+09 1.44793e+09 9.90786e+08 0.61976 2.06587 3.34137e+08 1.11379e+09 -1.07142 0.538462  102
3.68963e-12 10.8679 1.07367 0.0565524 1.97934 3.67591 0.00998148 0.0349444 1.96511e+09 1.5748e+09 9.82556e+08 0.848287 2.82762 3.63416e+08 1.21139e+09 -0.980158 0.538462  103
4.93605e-12 10.1053 1.07965 0.0756567 2.64798 4.91768 0.0107222 0.0351667 1.94997e+09 1.70309e+09 9.74986e+08 1.13485 3.78283 3.93021e+08 1.31007e+09 -0.902095 0.538462  104
6.4744e-12 9.44262 1.0857 0.0992355 3.47324 6.45031 0.011463 0.0353889 1.93596e+09 1.83281e+09 9.67982e+08 1.48853 4.96178 4.22957e+08 1.40986e+09 -0.834587 0.538462  105
8.34706e-12 8.86154 1.09181 0.127939 4.47785 8.316 0.0122037 0.0356111 1.92294e+09 1.96399e+09 9.61469e+08 1.91908 6.39693 4.53229e+08 1.51076e+09 -0.775649 0.538462  106
1.05993e-11 8.34783 1.098 0.162459 5.68607 10.5598 0.0129444 0.0358333 1.91077e+09 2.09666e+09 9.55384e+08 2.43689 8.12296 4.83845e+08 1.61282e+09 -0.723761 0.538462  107
1.32792e-11 7.89041 1.10425 0.203535 7.12373 13.2298 0.0136852 0.0360556 1.89936e+09 2.23084e+09 9.49678e+08 3.05303 10.1768 5.14809e+08 1.71603e+09 -0.677741 0.538462  108
1.64378e-11 7.48052 1.11057 0.251948 8.81818 16.3766 0.0144259 0.0362778 1.88862e+09 2.36656e+09 9.44308e+08 3.77922 12.5974 5.46129e+08 1.82043e+09 -0.636657 0.538462  109
2.01289e-11 7.11111 1.11697 0.308523 10.7983 20.054 0.0151667 0.0365 1.87848e+09 2.50384e+09 9.39238e+08 4.62785 15.4262 5.7781e+08 1.92603e+09 -0.599762 0.538462  110
1.91748e-12 13 1.0609 0.0289377 1.01282 1.88095 0.0085 0.035 1.99959e+09 1.30086e+09 9.99796e+08 0.434066 1.44689 3.00199e+08 1.00066e+09 -1.19906 0.538462  111
2.69565e-12 11.9388 1.06665 0.0406817 1.42386 2.64431 0.00924074 0.0352222 1.98157e+09 1.42417e+09 9.90786e+08 0.610225 2.03408 3.28656e+08 1.09552e+09 -1.08929 0.538462  112
3.68963e-12 11.0377 1.07246 0.0556824 1.94888 3.61936 0.00998148 0.0354444 1.96511e+09 1.54883e+09 9.82556e+08 0.835236 2.78412 3.57422e+08 1.19141e+09 -0.996598 0.538462  113
4.93605e-12 10.2632 1.07834 0.0744927 2.60725 4.84203 0.0107222 0.0356667 1.94997e+09 1.67484e+09 9.74986e+08 1.11739 3.72464 3.86503e+08 1.28834e+09 -0.917309 0.538462  114
6.4744e-12 9.59016 1.08427 0.0977088 3.41981 6.35107 0.011463 0.0358889 1.93596e+09 1.80225e+09 9.67982e+08 1.46563 4.88544 4.15903e+08 1.38634e+09 -0.848741 0.538462  115
8.34706e-12 9 1.09028 0.12597 4.40896 8.18806 0.0122037 0.0361111 1.92294e+09 1.93106e+09 9.61469e+08 1.88955 6.29851 4.45629e+08 1.48543e+09 -0.788877 0.538462  116
1.05993e-11 8.47826 1.09635 0.15996 5.59859 10.3974 0.0129444 0.0363333 1.91077e+09 2.06131e+09 9.55384e+08 2.3994 7.99799 4.75686e+08 1.58562e+09 -0.736174 0.538462  117
1.32792e-11 8.0137 1.10249 0.200404 7.01413 13.0262 0.0136852 0.0365556 1.89936e+09 2.19301e+09 9.49678e+08 3.00606 10.0202 5.0608e+08 1.68693e+09 -0.689431 0.538462  118
1.64378e-11 7.5974 1.10869 0.248072 8.68251 16.1247 0.0144259 0.0367778 1.88862e+09 2.3262e+09 9.44308e+08 3.72108 12.4036 5.36816e+08 1.78939e+09 -0.647701 0.538462  119
2.01289e-11 7.22222 1.11497 0.303777 10.6322 19.7455 0.0151667 0.037 1.87848e+09 2.4609e+09 9.39238e+08 4.55665 15.1888 5.67901e+08 1.893e+09 -0.610227 0.538462  120
1.91748e-12 13.2 1.05992 0.0284993 0.997475 1.85245 0.0085 0.0355 1.99959e+09 1.27998e+09 9.99796e+08 0.427489 1.42496 2.95379e+08 9.84597e+08 -1.21862 0.538462  121
2.69565e-12 12.1224 1.06558 0.0400653 1.40228 2.60424 0.00924074 0.0357222 1.98157e+09 1.40119e+09 9.90786e+08 0.600979 2.00326 3.23351e+08 1.07784e+09 -1.10716 0.538462  122
3.68963e-12 11.2075 1.07129 0.0548387 1.91936 3.56452 0.00998148 0.0359444 1.96511e+09 1.52369e+09 9.82556e+08 0.822581 2.74194 3.51622e+08 1.17207e+09 -1.01304 0.538462  123
4.93605e-12 10.4211 1.07706 0.073364 2.56774 4.76866 0.0107222 0.0361667 1.94997e+09 1.64752e+09 9.74986e+08 1.10046 3.6682 3.80197e+08 1.26732e+09 -0.932523 0.538462  124
6.4744e-12 9.7377 1.0829 0.0962284 3.36799 6.25485 0.011463 0.0363889 1.93596e+09 1.77269e+09 9.67982e+08 1.44343 4.81142 4.09081e+08 1.3636e+09 -0.862895 0.538462  125
8.34706e-12 9.13846 1.08879 0.124062 4.34216 8.064 0.0122037 0.0366111 1.92294e+09 1.89921e+09 9.61469e+08 1.86092 6.20308 4.3828e+08 1.46093e+09 -0.802106 0.538462  126
1.05993e-11 8.6087 1.09475 0.157536 5.51377 10.2398 0.0129444 0.0368333 1.91077e+09 2.02713e+09 9.55384e+08 2.36304 7.87681 4.67798e+08 1.55933e+09 -0.748587 0.538462  127
1.32792e-11 8.13699 1.10078 0.197367 6.90786 12.8289 0.0136852 0.0370556 1.89936e+09 2.15645e+09 9.49678e+08 2.96051 9.86837 4.97642e+08 1.65881e+09 -0.701121 0.538462  128
1.64378e-11 7.71429 1.10688 0.244313 8.55096 15.8804 0.0144259 0.0372778 1.88862e+09 2.2872e+09 9.44308e+08 3.6647 12.2157 5.27816e+08 1.75939e+09 -0.658746 0.538462  129
